title|url|rss|issn|publisher|subjects
Journal of Religion & Film|http://digitalcommons.unomaha.edu/jrf/|https://paperity.org/rss/?q=journal_pid:126257|1092-1311|University of Nebraska at Omaha|-
Journal of Religion and Business Ethics|http://via.library.depaul.edu/jrbe/|https://paperity.org/rss/?q=journal_pid:155010|-|DePaul University|-
Journal of Religion and Health|https://link.springer.com/journal/10943|https://paperity.org/rss/?q=journal_pid:236737|1573-6571|Springer US|Journal of Religion and Health, Public Health, Clinical Psychology, Religious Studies, general, Aging
Journal of Religious Education|https://link.springer.com/journal/40839|https://paperity.org/rss/?q=journal_pid:107286|1442-018X, 2199-4625|Springer Singapore|Religion and Education
Journal of Remanufacturing|https://link.springer.com/journal/13243|https://paperity.org/rss/?q=journal_pid:43587|2210-4690|Springer Netherlands|Journal of Remanufacturing, Engineering, general, Sustainable Development, Waste Management/Waste Technology, Business and Management, general, Environmental Management
Journal of Renal and Hepatic Disorders|https://jrenhep.com/index.php/jrenhep|https://paperity.org/rss/?q=journal_pid:94702|2207-3744|Codon Publications|Liver;Kidney;Hepatitis;Hepatorenal Syndrome;End Stage Liver Disease;End Stage Kidney Disease
Journal of Renewable Energy|https://www.hindawi.com/journals/jre/|https://paperity.org/rss/?q=journal_pid:39939|2314-4394, 2314-4386|Hindawi Limited|renewable energy;solar cell;solar energy;solar power;wind energy;photovoltaics
Journal of the Renin-Angiotensin-Aldosterone System|https://journals.sagepub.com/home/jra|https://paperity.org/rss/?q=journal_pid:93128|1752-8976, 1470-3203|SAGE Publishing|renin-angiotensin-aldosterone system;biomedicine
Journal of Research & Health|http://www.jrh.gmu.ac.ir|https://paperity.org/rss/?q=journal_pid:228470|2423-5717|Gonabad University of Medical Sciences|public health;health education;health promotion;health economics;health psychology;social health
Journal of Research and Applications in Agricultural Engineering|http://www.pimr.eu/produkt/journal-of-research-and-applications-in-agricultural-engineering/|https://paperity.org/rss/?q=journal_pid:82309|1642-686X|-|-
Journal of Research and Innovation for Sustainable Society|http://jriss.4ader.ro|https://paperity.org/rss/?q=journal_pid:511659|2668-0416|THOT Publishing House|sustainable;engineering;management
Journal of Research and Technology|http://journal.unusida.ac.id/index.php/jrt|https://paperity.org/rss/?q=journal_pid:95933|2477-6165, 2460-5972|Universitas Nahdlatul Ulama Sidoarjo|technology;industrial engineering;chemical engineering;environmental engineering
Journal of Research Development in Nursing and Midwifery|http://nursingjournal.goums.ac.ir|https://paperity.org/rss/?q=journal_pid:160381|2588-3038|Golestan University of Medical Sciences |medical science;nursing;gynecology;obstetrics;midwifery
Journal of Research in Dental and Maxillofacial Sciences|http://jrdms.dentaliau.ac.ir/|https://paperity.org/rss/?q=journal_pid:138206|2383-2754|Islamic Azad University|Dentistry;Maxillofacial sciences
Journal of Research in Economics|https://dergipark.org.tr/en/pub/jore|https://paperity.org/rss/?q=journal_pid:246713|2636-8307, 2636-8307|-|-
Journal of Research in Higher Education|http://jrehe.reviste.ubbcluj.ro/|https://paperity.org/rss/?q=journal_pid:366507|2559-6624|University Babes-Bolyai|higher education;higher education leadership;policy in higher education
Journal of Research in Medical and Dental Science|https://www.jrmds.in/|https://paperity.org/rss/?q=journal_pid:158727|2347-2367, 2347-2545|Amber Publication|science;health sciences;medical;dental
Journal of Research in Pharmacy|http://dergipark.gov.tr/jrespharm|https://paperity.org/rss/?q=journal_pid:13322|2630-6344|-|-
Journal of Research in Science, Mathematics and Technology Education|http://www.estej.com|https://paperity.org/rss/?q=journal_pid:338926|2577-6789|Eastern Mennonite University|science education;mathematics education;technology education
Journal of Research in Technical Careers|https://digitalscholarship.unlv.edu/jrtc/|https://paperity.org/rss/?q=journal_pid:242018|2578-2118|University of Nevada, Las Vegas, Department of Teaching and Learning|career and technical education;vocational education;post-secondary technical education
Journal of Research Initiatives|http://digitalcommons.uncfsu.edu/jri/|https://paperity.org/rss/?q=journal_pid:183763|2168-9083|Digital Commons/Bepress|higher education;k-12;education;educational leadership;curriculum;teaching
Journal of Research on History of Medicine|http://rhm.ir/|https://paperity.org/rss/?q=journal_pid:327653|2251-886X|Shiraz University of Medical Sciences|history of medicine
Journal of Research on Trade, Management and Economic Development|http://jrtmed.uccm.md/|https://paperity.org/rss/?q=journal_pid:318138|2345-1483, 2345-1424|Trade Co-operative University of Moldova Publishing House|trade;management;development;economics
Journal of Research, Assessment, and Practice in Higher Education|http://ecommons.udayton.edu/jraphe/|https://paperity.org/rss/?q=journal_pid:212516|2470-9549|University of Dayton|-
Journal of Retail & Leisure Property|https://link.springer.com/journal/41494|https://paperity.org/rss/?q=journal_pid:59132|-|Palgrave Macmillan UK|Journal of Retail & Leisure Property, Business and Management, general
Journal of Retracing Africa|http://encompass.eku.edu/jora/|https://paperity.org/rss/?q=journal_pid:241269|-|Eastern Kentucky University|-
Journal of Revenue and Pricing Management|https://link.springer.com/journal/41272|https://paperity.org/rss/?q=journal_pid:96169|-|Palgrave Macmillan UK|-
Journal of Risk Analysis and Crisis Response (JRACR)|https://www.atlantis-press.com/journals/jracr|https://paperity.org/rss/?q=journal_pid:379864|2210-8505, 2210-8491|Atlantis Press|risk analysis;risk management;crisis response
Journal of Risk and Uncertainty|https://link.springer.com/journal/11166|https://paperity.org/rss/?q=journal_pid:47436|1573-0476|Springer US|Journal of Risk and Uncertainty, Economic Theory/Quantitative Economics/Mathematical Methods, Microeconomics, Operations Research/Decision Theory, Environmental Economics
Journal of Robotic Surgery|https://link.springer.com/journal/11701|https://paperity.org/rss/?q=journal_pid:187782|1863-2491|Springer London|Journal of Robotic Surgery, Minimally Invasive Surgery, Surgery, Urology
Journal of Robotics|https://www.hindawi.com/journals/jr/|https://paperity.org/rss/?q=journal_pid:68692|1687-9619, 1687-9600|Hindawi Limited|robotics;robots;automation
Journal of Robotics, Networking and Artificial Life (JRNAL)|https://www.atlantis-press.com/journals/jrnal|https://paperity.org/rss/?q=journal_pid:443088|2352-6386|Atlantis Press|hardware;robotics;computer-based simulation;artificial intelligence
The Journal of the Royal College of Physicians of Edinburgh|https://www.rcpe.ac.uk/journal|https://paperity.org/rss/?q=journal_pid:243273|2042-8189, 1478-2715|Royal College of Physicians of Edinburgh|clinical medicine;medical education;medical history;medical humanities
Journal of The Royal Society Interface|http://rsif.royalsocietypublishing.org|https://paperity.org/rss/?q=journal_pid:150634|1742-5689, 1742-5662|Royal Society Publishing|-
Journal of Rubber Research|https://link.springer.com/journal/42464|https://paperity.org/rss/?q=journal_pid:160662|2524-3993|Springer Singapore|Journal of Rubber Research, Ceramics, Glass, Composites, Natural Materials, Polymer Sciences, Plant Biochemistry, Materials Engineering
Journal of Russian Laser Research|https://link.springer.com/journal/10946|https://paperity.org/rss/?q=journal_pid:216587|-|Springer US|Journal of Russian Laser Research, Optics, Lasers, Photonics, Optical Devices, Microwaves, RF and Optical Engineering
Journal of Scheduling|https://link.springer.com/journal/10951|https://paperity.org/rss/?q=journal_pid:95590|1099-1425|Springer US|Journal of Scheduling, Operations Research/Decision Theory, Calculus of Variations and Optimal Control
Journal of the Scholarship of Teaching and Learning|https://scholarworks.iu.edu/journals/index.php/josotl/index|https://paperity.org/rss/?q=journal_pid:342078|1527-9316|Indiana University Office of Scholarly Publishing|higher education;teaching;praxis;pedagogy;learning
Journal of Science and Technology of the Arts|http://artes.ucp.pt/citarj|https://paperity.org/rss/?q=journal_pid:135054|2183-0088, 1646-9798|Portuguese Catholic University, Porto|art theory;audiovisual design;digital culture;musicology;performance studies;interactive art
Journal of Science Education and Technology|https://link.springer.com/journal/10956|https://paperity.org/rss/?q=journal_pid:261856|1573-1839|Springer Netherlands|Journal of Science Education and Technology, Science Education, Educational Technology
Journal of Science Education for Students with Disabilities|http://scholarworks.rit.edu/jsesd/|https://paperity.org/rss/?q=journal_pid:7878|1940-9923|Rochester Institute of Technology|science education;students with disabilities
Journal of Science Foundation|https://www.banglajol.info/index.php/JSF|https://paperity.org/rss/?q=journal_pid:363882|1728-7855|Bangladesh Journals Online|-
Journal of Science in Sport and Exercise|https://link.springer.com/journal/42978|https://paperity.org/rss/?q=journal_pid:202030|2662-1371|Springer Singapore|Journal of Science in Sport and Exercise, Human Physiology
Journal of Science International School Bangkok|http://isjos.org/JoS/index.html|https://paperity.org/rss/?q=journal_pid:450682|2286-8038|International School Bangkok |general science;entry-level research;secondary school science
Journal of Science Learning|http://ejournal.upi.edu/index.php/jslearning|https://paperity.org/rss/?q=journal_pid:251030|2614-6568|Universitas Pendidikan Indonesia|science education;science learning
Journal of Science Teacher Education|https://link.springer.com/journal/10972|https://paperity.org/rss/?q=journal_pid:137277|-|Springer Netherlands|Journal of Science Teacher Education, Science Education, Teaching and Teacher Education
Journal of Scientific Computing|https://link.springer.com/journal/10915|https://paperity.org/rss/?q=journal_pid:187033|1573-7691|Springer US|Journal of Scientific Computing, Algorithms, Computational Mathematics and Numerical Analysis, Mathematical and Computational Engineering, Theoretical, Mathematical and Computational Physics
Journal of Scientific Exploration|http://www.scientificexploration.org/journal-library|https://paperity.org/rss/?q=journal_pid:445602|0892-3310|SSE|scientific anomalies;philosophy of science;paraspychology
Journal of Scientific Innovation in Medicine|https://journalofscientificinnovationinmedicine.org|https://paperity.org/rss/?q=journal_pid:244948|2579-0153|Levy Library Press|medical innovation;healthcare technology;therapeutic discovery;clinical innovation
Journal of Scientific Perspectives|https://dergipark.org.tr/en/pub/jsp|https://paperity.org/rss/?q=journal_pid:42075|2587-3008|-|-
Journal of Scientific Research|https://www.banglajol.info/index.php/JSR|https://paperity.org/rss/?q=journal_pid:142055|2070-0237 2070-0245|Bangladesh Journals Online|physical sciences;mathematics;chemistry;biology
Journal of Sedimentary Environments|http://www.e-publicacoes.uerj.br/index.php/jse|https://paperity.org/rss/?q=journal_pid:57502|2447-9462|Universidade do Estado do Rio de Janeiro|Journal of Sedimentary Environments, Sedimentology, Environment, general, Geography, general, Evolutionary Biology, Urban Geography / Urbanism (inc. megacities, cities, towns), Earth Sciences, general
Journal of Seed Science|http://www.scielo.br/scielo.php?script=sci_serial&pid=2317-1537&lng=en&nrm=iso|https://paperity.org/rss/?q=journal_pid:60089|2317-1537, 2317-1545|Associação Brasileira de Tecnologia de Sementes|seed science;technology
Journal of Seismology|https://link.springer.com/journal/10950|https://paperity.org/rss/?q=journal_pid:23281|1573-157X|Springer Netherlands|Journal of Seismology, Geophysics/Geodesy, Structural Geology, Hydrogeology, Geotechnical Engineering & Applied Earth Sciences
Journal of the Selva Andina Animal Science|http://www.scielo.org.bo/scielo.php?script=sci_issues&pid=2311-2581&lng=pt&nrm=iso|https://paperity.org/rss/?q=journal_pid:201066|2311-2581|Selva Andina Research Society|animal health
Journal of the Selva Andina Biosphere|http://www.scielo.org.bo/scielo.php?script=sci_serial&pid=2308-3859&lng=pt&nrm=iso|https://paperity.org/rss/?q=journal_pid:258572|2308-3859|Selva Andina Research Society|agronomy
Journal of the Selva Andina Research Society|http://www.scielo.org.bo/scielo.php?script=sci_serial&pid=2072-9294&lng=es&nrm=iso|https://paperity.org/rss/?q=journal_pid:82687|2072-9294|Selva Andina Research Society|public health;microbiology;biochemistry;biology;biotechnology
Journal of Sensor and Actuator Networks|http://www.mdpi.com/journal/jsan|https://paperity.org/rss/?q=journal_pid:522613|2224-2708|MDPI AG|sensor networks
Journal of Sensors|https://www.hindawi.com/journals/js/|https://paperity.org/rss/?q=journal_pid:97445|1687-7268, 1687-725X|Hindawi Limited|sensors;sensor devices
Journal of Sensors and Sensor Systems|http://www.journal-of-sensors-and-sensor-systems.net|https://paperity.org/rss/?q=journal_pid:34526|2194-878X, 2194-8771|Copernicus Publications|mechanical and inertial sensors;thermal sensors;optical and infrared sensors;magnetic sensors;chemical and biochemical sensors
Journal of the Serbian Chemical Society|http://www.shd-pub.org.rs/index.php/JSCS|https://paperity.org/rss/?q=journal_pid:167597|1820-7421, 0352-5139|Serbian Chemical Society |chemistry;materials science;chemical technology;engineering
Journal of Shaheed Suhrawardy Medical College|https://www.banglajol.info/index.php/JSSMC|https://paperity.org/rss/?q=journal_pid:392635|2226-5368|Bangladesh Journals Online|-
Journal of Shanghai Jiaotong University (Science)|https://link.springer.com/journal/12204|https://paperity.org/rss/?q=journal_pid:45300|1995-8188|Shanghai Jiaotong University Press|Journal of Shanghai Jiaotong University (Science), Electrical Engineering, Materials Science, general, Computer Science, general, Architecture, general, Life Sciences, general
Journal of Shanghai University (English Edition)|https://link.springer.com/journal/11741|https://paperity.org/rss/?q=journal_pid:155232|-|Shanghai University Press|Journal of Shanghai University (English Edition), Mechatronics, Mathematical and Computational Engineering, Materials Science, general, Classical Mechanics, Life Sciences, general, Environment, general
Journal of Shipping and Trade|https://jshippingandtrade.springeropen.com/|https://paperity.org/rss/?q=journal_pid:245801|2364-4575|Springer Singapore|Journal of Shipping and Trade, Trade, Logistics, Emerging Markets/Globalization
Journal of Signal Processing Systems|https://link.springer.com/journal/11265|https://paperity.org/rss/?q=journal_pid:151012|1939-8115|Springer US|Journal of Signal Processing Systems, Signal, Image and Speech Processing, Circuits and Systems, Electrical Engineering, Image Processing and Computer Vision, Pattern Recognition, Computer Imaging, Vision, Pattern Recognition and Graphics
Journal of Simulation|https://link.springer.com/journal/41273|https://paperity.org/rss/?q=journal_pid:135023|-|Palgrave Macmillan UK|Journal of Simulation, Operations Research/Decision Theory, Business and Management, general, Information Systems and Communication Service, Simulation and Modeling
Journal of Skin Cancer|https://www.hindawi.com/journals/jsc/|https://paperity.org/rss/?q=journal_pid:126198|2090-2913, 2090-2905|Hindawi Limited|skin neoplasms;skin cancer
Journal of Smart Economic Growth|https://jseg.ro|https://paperity.org/rss/?q=journal_pid:400652|2537-141X|Journal of Smart Economic Growth    |economic growth
Journal of Social and Economic Development|https://link.springer.com/journal/40847|https://paperity.org/rss/?q=journal_pid:166342|2199-6873|Springer India|Journal of Social and Economic Development, Economic Growth, Social Policy, Organizational Studies, Economic Sociology, Economic Policy
Journal of Social Change|http://scholarworks.waldenu.edu/jsc/|https://paperity.org/rss/?q=journal_pid:36631|-|Walden University|-
Journal of Social History|https://academic.oup.com/jsh|https://paperity.org/rss/?q=journal_pid:13114|1527-1897|Oxford University Press|-
Journal of Social Intervention: Theory and Practice|https://www.journalsi.org/|https://paperity.org/rss/?q=journal_pid:206094|1876-8830|University of Applied Sciences Rotterdam|sociel intervention;social policy;organizational innovation;development of methods;professional practice
Journal of Social Research & Policy|http://www.jsrp.ro/|https://paperity.org/rss/?q=journal_pid:147024|2068-9861, 2067-2640|University of Oradea|public policy;social policies;sociology;social work;research methodologies
The Journal of Social Science|https://dergipark.org.tr/en/pub/tjsosci|https://paperity.org/rss/?q=journal_pid:230679|2587-0807|-|-
Journal of Social Science Education|http://www.jsse.org|https://paperity.org/rss/?q=journal_pid:441056|1618-5293, 1611-9665|Bielefeld University|teaching social sciences;didactics;Europe;interdisciplinarity;citizenship education;economic education
Journal of Social Sciences and Humanities|https://dergipark.org.tr/en/pub/jssh|https://paperity.org/rss/?q=journal_pid:235596|2602-4276|-|-
Journal of Social Studies Education Research|http://jsser.org/index|https://paperity.org/rss/?q=journal_pid:157087|1309-9108|Journal of Social Studies Education Research |history education;citizenship education;curriculum;social studies education;social studies
Journal of Social Theory in Art Education|http://scholarscompass.vcu.edu/jstae/|https://paperity.org/rss/?q=journal_pid:65384|1057-0292|Virginia Commonwealth University|-
Journal of Social Work Education and Practice|http://jswep.in|https://paperity.org/rss/?q=journal_pid:60446|2456-2068|Social Workers in India|social work;social work education
Journal of Social Work in the Global Community|http://scholarworks.waldenu.edu/jswgc/|https://paperity.org/rss/?q=journal_pid:94137|-|Walden University|-
Journal of Social, Behavioral, and Health Sciences|http://scholarworks.waldenu.edu/jsbhs/|https://paperity.org/rss/?q=journal_pid:122890|-|Walden University|-
The Journal of Sociology & Social Welfare|http://scholarworks.wmich.edu/jssw|https://paperity.org/rss/?q=journal_pid:72919|0191-5096|Western Michigan University|-
Journal of Soft Computing and Applications|http://www.ispacs.com/jsca/|https://paperity.org/rss/?q=journal_pid:232104|2195-576X|International Scientific Publications and Consulting Services (ISPACS)|fuzzy computing;stochastic and probabilistic computing;data mining;neural computing;pattern recognition
Journal of Soft Computing in Civil Engineering|http://www.jsoftcivil.com/|https://paperity.org/rss/?q=journal_pid:144777|2588-2872|Pouyan Press|Soft Computing;Civil Engineering;Machine Learning;Artificial Intelligence
Journal of Soil Science and Plant Nutrition|https://link.springer.com/journal/42729|https://paperity.org/rss/?q=journal_pid:85475|0718-9516|Springer International Publishing|Journal of Soil Science and Plant Nutrition, Plant Sciences, Soil Science & Conservation, Agriculture, Environment, general, Ecology
Journal of Soils and Sediments|https://link.springer.com/journal/11368|https://paperity.org/rss/?q=journal_pid:65502|1614-7480|Springer Berlin Heidelberg|Journal of Soils and Sediments, Soil Science & Conservation, Environment, general, Environmental Physics
Journal of Sol-Gel Science and Technology|https://link.springer.com/journal/10971|https://paperity.org/rss/?q=journal_pid:100507|1573-4846|Springer US|Journal of Sol-Gel Science and Technology, Ceramics, Glass, Composites, Natural Materials, Inorganic Chemistry, Optical and Electronic Materials, Nanotechnology
Journal of Solar Energy|https://www.hindawi.com/journals/jse/|https://paperity.org/rss/?q=journal_pid:154951|-|Hindawi|-
Journal of Solid State Electrochemistry|https://link.springer.com/journal/10008|https://paperity.org/rss/?q=journal_pid:225887|1433-0768|Springer Berlin Heidelberg|Journal of Solid State Electrochemistry, Physical Chemistry, Electrochemistry, Energy Storage, Characterization and Evaluation of Materials, Analytical Chemistry, Condensed Matter Physics
Journal of Solution Chemistry|https://link.springer.com/journal/10953|https://paperity.org/rss/?q=journal_pid:39634|1572-8927|Springer US|Journal of Solution Chemistry, Physical Chemistry, Industrial Chemistry/Chemical Engineering, Geochemistry, Oceanography, Inorganic Chemistry, Condensed Matter Physics
Journal of the South African Institution of Civil Engineering|http://www.scielo.org.za/scielo.php?script=sci_serial&pid=1021-2019&lng=en|https://paperity.org/rss/?q=journal_pid:261360|2309-8775, 1021-2019|-|-
Journal of the South African Veterinary Association|http://www.jsava.co.za|https://paperity.org/rss/?q=journal_pid:27969|2224-9435, 1019-9128|AOSIS|animal sciences;veterinary medicine
Journal of the South Carolina Academy of Science|http://scholarcommons.sc.edu/jscas/|https://paperity.org/rss/?q=journal_pid:231168|1553-5975|University of South Carolina|-
Journal of South Carolina Water Resources|http://tigerprints.clemson.edu/jscwr/|https://paperity.org/rss/?q=journal_pid:151643|2334-4962|Clemson University|-
Journal of Southeast Asian American Education and Advancement|http://docs.lib.purdue.edu/jsaaea/|https://paperity.org/rss/?q=journal_pid:180396|2153-8999|Purdue University Press|Cambodian Americans;Laotian Americans;Hmong Americans;Vietnamese Americans
Journal of the Southeast Asian Linguistics Society|https://evols.library.manoa.hawaii.edu/handle/10524/52368|https://paperity.org/rss/?q=journal_pid:157014|1836-6821|University of Hawaii Press|language development;phonology;linguistics;comparative linguistics;alphabetic ortographies
Journal of the Southern African Institute of Mining and Metallurgy|http://www.saimm.co.za/publications/journal-papers|https://paperity.org/rss/?q=journal_pid:56722|2411-9717, 2225-6253|The Southern African Institute of Mining and Metallurgy|mining;metallurgy;rock mechanics;mining environment;risks in mining;mine planning and design
The Journal of the Southern Association for Information Systems|http://aisel.aisnet.org/jsais|https://paperity.org/rss/?q=journal_pid:173662|-|Association for Information Systems|-
Journal of Space Weather and Space Climate|http://www.swsc-journal.org/|https://paperity.org/rss/?q=journal_pid:145280|2115-7251|EDP Sciences|solar physics;meteorology;aeronomy;electrical engineering;climatology;mathematics
Journal of Spatial and Organizational Dynamics|https://www.jsod-cieo.net/journal/index.php/jsod|https://paperity.org/rss/?q=journal_pid:342241|2183-1912|Research Centre for Spatial and Organizational Dynamics (CIEO)|organizations;spatial dynamics;innovation;social sciences
Journal of Spatial Information Science|http://www.josis.org|https://paperity.org/rss/?q=journal_pid:237902|1948-660X|University of Maine|geographical information science;geographic information systems;computer applications
Journal of Special Education and Rehabilitation|http://jser.fzf.ukim.edu.mk/|https://paperity.org/rss/?q=journal_pid:459122|1857-663X, 1409-6099|Faculty of Philosophy, Institute of Special Education and Rehabilitation|rehabilitation;special education
The Journal of Special Education Apprenticeship|http://scholarworks.lib.csusb.edu/josea|https://paperity.org/rss/?q=journal_pid:174730|2167-3454|California State University, San Bernardino|-
Journal of Spectroscopy|https://www.hindawi.com/journals/jspec/|https://paperity.org/rss/?q=journal_pid:183704|2314-4939, 2314-4920|Hindawi Limited|spectroscopy;atomic spectroscopy;spectrophotometry;spectrometry
Journal of Spectroscopy and Molecular Sciences|https://dergipark.org.tr/en/pub/jsms|https://paperity.org/rss/?q=journal_pid:106575|-|-|-
The Journal of SPORT|http://digitalcommons.kent.edu/sport|https://paperity.org/rss/?q=journal_pid:101672|2328-7624|Kent State University|-
Journal of Sport and Kinetic Movement|http://jskm.ro/|https://paperity.org/rss/?q=journal_pid:477240|2286-3524|Universitaria Publishing House, Craiova|sports;kinetic;physical education;exercise;rehabilitation
Journal of Sport Safety and Security|http://aquila.usm.edu/jsss/|https://paperity.org/rss/?q=journal_pid:4511|-|The University of Southern Mississippi|-
Journal of Sports Medicine|https://www.hindawi.com/journals/jsm/|https://paperity.org/rss/?q=journal_pid:212457|2314-6176, 2356-7651|Hindawi Limited|sports medicine;sports science;athletic injuries;exercise therapy
Journal of Sports Medicine and Allied Health Sciences: Official Journal of the Ohio Athletic Trainers' Association|http://scholarworks.bgsu.edu/jsmahs/|https://paperity.org/rss/?q=journal_pid:33264|2376-9289|Bowling Green State University|sports medicine;allied health;kinesiology;sports sciences;exercise science
Journal of Statistical Physics|https://link.springer.com/journal/10955|https://paperity.org/rss/?q=journal_pid:67586|1572-9613|Springer US|Journal of Statistical Physics, Statistical Physics and Dynamical Systems, Theoretical, Mathematical and Computational Physics, Physical Chemistry, Quantum Physics
Journal of Statistical Theory and Applications (JSTA)|https://www.atlantis-press.com/journals/jsta|https://paperity.org/rss/?q=journal_pid:351111|2214-1766, 1538-7887|Atlantis Press|statistical sciences;statistical theory;applied statistics
Journal of Statistical Theory and Practice|https://link.springer.com/journal/42519|https://paperity.org/rss/?q=journal_pid:122023|1559-8616|Springer International Publishing|Journal of Statistical Theory and Practice, Statistical Theory and Methods, Probability Theory and Stochastic Processes, Statistics, general
Journal of STEAM Education|https://dergipark.org.tr/en/pub/steam|https://paperity.org/rss/?q=journal_pid:243346|2651-3986|-|-
Journal of STEM Arts, Crafts, and Constructions|http://scholarworks.uni.edu/journal-stem-arts/|https://paperity.org/rss/?q=journal_pid:62017|2475-966X|University of Northern Iowa|-
Journal of Stem Cells and Regenerative Medicine|http://www.pubstemcell.com|https://paperity.org/rss/?q=journal_pid:120244|0973-7154|GN Corporation Limited|biomaterials;nanotechnology;tissue engineering;stem cells;regenerative medicine
Journal of STEM Teacher Education|http://ir.library.illinoisstate.edu/jste/|https://paperity.org/rss/?q=journal_pid:90770|-|Illinois State University|-
Journal of Strategic Research in Social Science|http://dergipark.gov.tr/josress|https://paperity.org/rss/?q=journal_pid:38708|2459-0029|-|-
Journal of Strategic Security|http://scholarcommons.usf.edu/jss/|https://paperity.org/rss/?q=journal_pid:119523|1944-0472, 1944-0464|Henley-Putnam University|strategic studies;risk management;military strategy;intelligence;terrorism
Journal of Stratigraphy and Sedimentology Researches|http://jssr.ui.ac.ir/?lang=en|https://paperity.org/rss/?q=journal_pid:465856|2423-8007, 2008-7888|University of Isfahan|stratigraphy;paleontology;sedimentology;sedimentary environments
Journal of Stress Analysis|https://jrstan.basu.ac.ir/|https://paperity.org/rss/?q=journal_pid:312205|2588-3054, 2588-2597|Bu-Ali Sina University|aging;surface treatment;Structural Integrity;Residual Stresses;Stress Measurements
Journal of Stress Physiology & Biochemistry|http://www.jspb.ru/|https://paperity.org/rss/?q=journal_pid:244986|1997-0838|"""Vikol publishing"" ST Kolesnichenko V.V. "|physiological reactions;biochemical reactions;plant and animal organisms;abiotic and biotic stress factors
Journal of Structural and Construction Engineering|http://www.jsce.ir|https://paperity.org/rss/?q=journal_pid:55633|2538-2616, 2476-3977|Iranian Society of Structrual Engineering (ISSE)|structural engineering;construction engineering;engineering
Journal of Structural and Functional Genomics|https://link.springer.com/journal/10969|https://paperity.org/rss/?q=journal_pid:18950|-|Springer Netherlands|Journal of Structural and Functional Genomics, Biochemistry, general, Plant Genetics and Genomics, Forestry Management, Microbial Genetics and Genomics, Bioinformatics, Human Genetics
Journal of Structural Chemistry|https://link.springer.com/journal/10947|https://paperity.org/rss/?q=journal_pid:9650|-|Pleiades Publishing|Journal of Structural Chemistry, Inorganic Chemistry, Physical Chemistry, Atomic, Molecular, Optical and Plasma Physics, Atomic/Molecular Structure and Spectra, Solid State Physics
Journal of Student Affairs in Africa|http://www.journals.ac.za/index.php/jsaa|https://paperity.org/rss/?q=journal_pid:273403|2307-6267, 2311-1771|Journal of Student Affairs in Africa|student development;disability/disabled students;student leadership and governance;student living and learning;student politics and activism;student support
Journal of Student Engagement: Education Matters|http://ro.uow.edu.au/jseem/|https://paperity.org/rss/?q=journal_pid:148276|-|University of Wollongong|-
Journal of Student Financial Aid|http://publications.nasfaa.org/jsfa/|https://paperity.org/rss/?q=journal_pid:177029|0884-9153|National Association of Student Financial Aid Administrators|-
Journal of Student Nursing Research|http://repository.upenn.edu/josnr/|https://paperity.org/rss/?q=journal_pid:222069|-|University of Pennsylvania|-
The Journal of Student Success in Writing|http://digitalcommons.georgiasouthern.edu/jssw|https://paperity.org/rss/?q=journal_pid:130425|-|Georgia Southern University|-
The Journal of Supercomputing|https://link.springer.com/journal/11227|https://paperity.org/rss/?q=journal_pid:245021|1573-0484|Springer US|The Journal of Supercomputing, Programming Languages, Compilers, Interpreters, Processor Architectures, Computer Science, general
Journal of Superconductivity and Novel Magnetism|https://link.springer.com/journal/10948|https://paperity.org/rss/?q=journal_pid:15368|1557-1947|Springer US|Journal of Superconductivity and Novel Magnetism, Strongly Correlated Systems, Superconductivity, Magnetism, Magnetic Materials, Condensed Matter Physics, Characterization and Evaluation of Materials
Journal of Superhard Materials|https://link.springer.com/journal/11961|https://paperity.org/rss/?q=journal_pid:222305|-|Pleiades Publishing|Journal of Superhard Materials, Physical Chemistry
Journal of Surface Investigation: X-ray, Synchrotron and Neutron Techniques|https://link.springer.com/journal/11700|https://paperity.org/rss/?q=journal_pid:76990|-|Pleiades Publishing|Journal of Surface Investigation: X-ray, Synchrotron and Neutron Techniques, Surfaces and Interfaces, Thin Films
Journal of Surfactants and Detergents|https://link.springer.com/journal/11743|https://paperity.org/rss/?q=journal_pid:193982|-|Springer Berlin Heidelberg|Journal of Surfactants and Detergents, Industrial Chemistry/Chemical Engineering, Waste Water Technology / Water Pollution Control / Water Management / Aquatic Pollution, Surfaces and Interfaces, Thin Films, Polymer Sciences, Physical Chemistry
Journal of Surgery and Medicine|http://dergipark.gov.tr/josam|https://paperity.org/rss/?q=journal_pid:67461|2602-2079|Journal of Surgery and Medicine|health science;surgery and medicine
Journal of Surgical Case Reports|https://academic.oup.com/jscr|https://paperity.org/rss/?q=journal_pid:41867|2042-8812|Oxford University Press|surgery;case reports;surgeons
Journal of Surgical Case Reports|http://jscr.oxfordjournals.org|https://paperity.org/rss/?q=journal_pid:131982|2042-8812|Oxford University Press|-
Journal of Surgical Sciences|https://www.banglajol.info/index.php/JSS|https://paperity.org/rss/?q=journal_pid:380665|1728-2152 2408-8668|Bangladesh Journals Online|surgical sciences;surgery;medicine
Journal of Survey Statistics and Methodology|https://academic.oup.com/jssam|https://paperity.org/rss/?q=journal_pid:70620|2325-0992, 2325-0984|Oxford University Press|-
Journal of Sustainable Construction Materials and Technologies|http://eds.yildiz.edu.tr/jscmt|https://paperity.org/rss/?q=journal_pid:96214|2458-973X|Yildiz Technical University|sustainability;construction materials;technologies;engineering;civil engineering;environmental engineering
